ISSR_LGL_NAME,MarketingName,State,image_url_1
American National Insurance Company,,ND,http://logosandbrands.directory/wp-content/themes/directorypress/thumbs/American-National-Insurance-Company-logo.jpg
SeeChange Health Insurance Company,SeeChange Health Insurance Company,CA,http://www.insurancelevel.com/company/logo/seechange-health.gif
Health Net Life Insurance Company,Health Net Life Insurance Company,OK,http://premierhealthplansolutions.com/files/health-net.jpg
Mutual of Omaha Insurance Company,,MN,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
Guarantee Trust Life Insurance Co.,,MD,http://www.refugeinsurance.com/images/GTL%20logo.jpg
"Anthem Blue Cross Life and Health Insurance Company, Inc.",,CA,http://www.atascaderoins.com/ckfinder/userfiles/images/Anthem%20Blue%20Cross.jpg
HCC Life Insurance Company,,AZ,http://www.hcc.com/portals/0/subsites/hcclife/News/images/newlogo111_logo.gif
Thrivent Financial for Lutherans,,MD,http://2.bp.blogspot.com/_DmtdGP6kzMQ/S7jkzluNHnI/AAAAAAAAN44/0tUqR9RpOBw/s1600/logo-ThriventFinancial.gif
Globe Life and Accident Insurance Co,,GA,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
American Income Life Insurance Co,,ME,http://www.fopohio.org/images/AIL%20Logo.png
Globe Life and Accident Insurance Co,,AZ,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
American Sentinel Insurance Company,,IA,http://medicareinsurancetexas.com/inc/images/logo-sentinel-life.jpg
Unified Life Insurance Company,,MA,http://www.texaskidsfirst.com/images/ULIC-Logo.jpg
Cigna Health and Life Insurance Company,,NV,https://lh4.googleusercontent.com/-cqRR-y6ELDk/TW-5wpmCPjI/AAAAAAAAAqs/Dgf9YZz67x4/s1600/cigna-health-insurance-logo.jpg
"PacifiCare of Nevada, Inc.",UnitedHealthcare,NV,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
"BJ's Wholesale Club, Inc.",Wholesale,MA,http://1.bp.blogspot.com/_AcBUSVxs82w/TTCGDeXVRcI/AAAAAAAAkdk/q5JabQNuRQg/s1600/Costco_Wholesale_Logo.jpg
American National Insurance Company,,NY,http://logosandbrands.directory/wp-content/themes/directorypress/thumbs/American-National-Insurance-Company-logo.jpg
OptumRx Inc,,CT,http://blog.chron.com/houstonshiring/files/2012/07/OptumRX-Logo.jpg
Central United Life Insurance Company,,OR,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
4 Ever Life Insurance Company,,IL,http://www.bcsf.com/images/bcsf_images/4ever_logo_color-large.png
New Era Life Insurance Company of the MidWest,,OH,http://www.elbertins.com/images/united_health_care_logo.gif
Central United Life Insurance Company,,UT,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
"HMO Partners, Inc.",Health Advantage,AR,https://healthadvantageweightloss.com/wp-content/themes/medicenter/images/LOGO_Health-Advantage.png
Freedom Life Insurance Company of America,,MD,http://www.mylesthurston.com/wp-content/uploads/2012/03/Financial-Freedom-1.jpg
Reliance Standard Life Insurance Company,Reliance Standard Life Insurance Company,AR,http://1.bp.blogspot.com/-ePt9eGy_V1I/T7qnQpXGsvI/AAAAAAAAHGA/lXrtEP7Zrx0/s1600/RELIANCE%2BSTANDARD.jpg
"GMS Reinsurance Company, LTD",,IN,http://1.bp.blogspot.com/-DP9rE39qUS0/UH9sGnxXQ7I/AAAAAAAABU4/99CI95JCyoo/s1600/General-Motors-Logo.jpg
LifeWise Assurance Company,,MT,http://diylogodesigns.com/blog/wp-content/uploads/2016/03/Lifewise-Insurance-Australia-logo-design.png
United Teachers Associates,,AL,http://utaic.com/Portals/5/UTA_PMS_logo.png
Mutual of Omaha Insurance Company,,WI,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
MAMSI Life and Health Insurance Company,,TX,http://www.myurgentcare.com/content/images/insurances/mamsi_logo.gif
Wilton Reassurance Company,,CA,http://www.freekymonkey.com/pictures/aa676a.JPG
American Republic Insurance Company,,VT,http://www.americanrepublic.com/images/aric-logo.png
Ameritas Life Insurance Corp.,Ameritas Life Insurance Corp.,SD,http://www.insurancelevel.com/company/logo/ameritas-life-ins.jpg
Cigna Health and Life Insurance Company,,PA,https://lh4.googleusercontent.com/-cqRR-y6ELDk/TW-5wpmCPjI/AAAAAAAAAqs/Dgf9YZz67x4/s1600/cigna-health-insurance-logo.jpg
"3B Group, Inc.",,MN,http://www.3b-fibreglass.com/wp-content/uploads/2012/02/binani-3b-logo.jpg
Federated Mutual Insurance Company,,VA,http://www.themla.com/Graphics/BigFederatedInsurance.jpg
United Teachers Associates,,IN,http://utaic.com/Portals/5/UTA_PMS_logo.png
Liberty Mutual Insurance Company,Liberty Mutual Insurance ,SC,http://www.glso.org/enews/wp-content/uploads/2012/08/Liberty-Mutual-Insurance-Logo.jpg
Kanawha Insurance Company ,Humana,TX,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
PacifiCare Life Assurance Company,,CT,http://upload.wikimedia.org/wikipedia/commons/4/43/Pacificare.gif
ACE American Insurance Company,,CA,http://www.acegroup.com/assets/images/ace-logo.jpg
Celtic Insurance Company,,NE,http://listtoptens.com/wp-content/uploads/2013/11/Best-Health-Insurance-Companies-US-Celtic-Insurance.jpg
American General Life and Accident Insurance Company,,MS,http://rockymountnccoc.weblinkconnect.com/CWT/external/wcpages/wcmedia/images/American%20General%20Logo.JPG
Union Fidelity Life Insurance Company,,LA,http://www.trademarkia.com/logo-images/financial-holding-corporation/united-fidelity-life-insurance-company-85646975.jpg
The Ohio National Life Insurance Company,,AL,https://50.87.187.213/wp-content/uploads/2014/08/Ohio-National-3.png
Metropolitan Life Insurance Company,,VT,http://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Metlife_1970.png/180px-Metlife_1970.png
Companion Life Insurance Company,,UT,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
Everence Insurance Company,Everence Insurance Company,IN,http://www.underconsideration.com/brandnew/archives/everence_logo.gif
UnitedHealthcare Insurance Company,UnitedHealthcare,GA,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Coventry Health and Life,Coventry Health Care,DE,http://images.all-free-download.com/images/graphiclarge/coventry_health_care_63230.jpg
Compcare Health Services Insurance Corporation,,WI,http://www.directorsglobal.com/wp-content/uploads/2013/10/health-services-wellpoint-logo.png
Time Insurance Company,,NJ,http://www.emergencyfloodservices.net/wp-content/uploads/2013/04/logos.png
Union Security Insurance Company,Assurant Employee Benefits,AZ,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
"Humana Health Plan, Inc.",Humana,LA,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
"First Medical Health Plan, Inc.",,PR,http://www.atleticos.org/LogoAuspiciadores/FirstMedical.gif
The United States Life Ins. Co. in the City of New York,,DE,http://logonoid.com/images/transamerica-logo.png
BCS Insurance Company,,KS,https://pbs.twimg.com/profile_images/1866386635/bcs_facebook_logo_400x400.jpg
Blue Cross Blue Shield of Vermont,,VT,http://www.abbeygroup.net/bluecross/images/bluecross_logo.png
Puritan Life Insurance Company of America,,AL,http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/ABC_77_W66_jeh.JPG/220px-ABC_77_W66_jeh.JPG
Trustmark Life Insurance Company,,AZ,http://www.healthy-monroe.com/images/starmark.jpg
UnitedHealthcare Insurance Company of New York,UnitedHealthcare Insurance Company of New York,DE,http://www.elbertins.com/images/united_health_care_logo.gif
HealthPlus of Michigan,HealthPlus of Michigan,MI,http://www.trademarkia.com/logo-images/healthplus-of-michigan/healthplus-85464958.jpg
American States Insurance Company,,TX,http://upload.wikimedia.org/wikipedia/en/thumb/c/cc/American_National_Insurance_Co_%28anico%29_Logo.svg/180px-American_National_Insurance_Co_%28anico%29_Logo.svg.png
PacifiCare Life Assurance Company,,OK,http://upload.wikimedia.org/wikipedia/commons/4/43/Pacificare.gif
Renaissance Life & Health Insurance Company of America,Renaissance Dental,OK,http://s3.amazonaws.com/s3.consumersadvocate.org/mongo/companies/logos/530d/6294/7765/6239/7305/0000/original/Renaissance-Dental.jpg?1393393088
UnitedHealthcare Insurance Company of the River Valley,,IL,https://www.uhcrivervalley.com/images/ncqa_logo_xl.gif
Liberty National Life Insurance Co,,VA,http://www.preciseleads.com/images/integrationLogos/liberty-national-life-insurance.gif
United Concordia Insurance Company,iDental from United Concordia,VA,http://www.transcare.com/Images/UnitedConcordia.jpg
HCC Life Insurance Company,,IN,http://www.hcc.com/portals/0/subsites/hcclife/News/images/newlogo111_logo.gif
Montefiore Insurance Company Inc.,Montefiore Insurance Company Inc.,NY,http://video.vitals.com/Dr_Ora_Burstein.jpg
The Lincoln National Life Insurance Company,Lincoln Financial Group,ME,http://images.all-free-download.com/images/graphiclarge/lincoln_financial_group_67648.jpg
All Savers Insurance Company,,IL,https://myallsaversmember.com/filestore/%7B7151ca57-92be-41aa-8557-b09de24ee5dc%7D/CMS/Graphics/logo_member.png
Wilton Reassurance Company,,MD,http://www.freekymonkey.com/pictures/aa676a.JPG
Connecticut General Life Insurance Co,CIGNA,KS,http://3.bp.blogspot.com/-fDrftTwqhxE/TaGVSKh7BsI/AAAAAAAAoDM/lcCI29x2nOM/s1600/Cigna_Logo.jpg
Trustmark Insurance Company,,IA,http://www.insurersreviewservices.com/carrier_logos/trustmark.gif
"Denver Health Medical Plan, Inc.",,CO,http://www.denverhealthmedicalplan.org/sites/default/files/dhmp_logo.png
Wilton Reassurance Company,,NV,http://www.freekymonkey.com/pictures/aa676a.JPG
Cenral United Life Insurance Company,,NM,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
Time Insurance Company,Assurant Health,AL,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
AMERICAN FIDELITY ASSURANCE COMPANY,,IL,http://www.insurancelevel.com/company/logo/american-fidelity.jpg
UnitedHealthcare Insurance Company,UnitedHealthcare,IL,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
"Horizon Healthcare of New Jersey, Inc.",Horizon HMO,NJ,https://www.horizon-bcbsnj.info/Include/Images/Medicaid/horizon_logo.jpg
DUVAL ASPHALT PRODUCTS INC,,FL,http://webboe.com/websysdocs/ALmix%20Logo.png
United American Insurance Co,,NJ,http://www.insurancelevel.com/company/logo/united-american.gif
BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,TN,http://commongroundmemphis.org/wp-content/uploads/2010/09/sponsor-blue-cross.jpg
American Heritage Life Insurance Company,,MS,http://www.ngai.net/wp-content/uploads/2011/04/family-heritage_logo-300x86.jpg
Time Insurance Company,Assurant Health,MO,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
Aetna Life Insurance Company,Aetna,LA,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
National Foundation Life Insurance Company,,OH,https://ektron.nationallifegroup.com/uploadedImages/Logo_NationalLifeGroup.jpg
UNICARE Life & Health Insurance Company,,VT,http://www.nextdoorchiro.com/images/Insurance-Logos.jpg
"HMO Colorado, Inc.",,CO,http://www.hmo.org.uk/images/hmo/houselogo.jpg
Aegis Security Insurance Company,,TX,http://www.thecolonialgroup.com/images/carriers/logo_aegis.jpg
Guarantee Trust Life Insurance Company,,KS,http://www.refugeinsurance.com/images/GTL%20logo.jpg
Mutual of Omaha Insurance Company,,CA,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
Transamerica Life Insurance Company,,MD,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
The Lincoln National Life Insurance Company,Lincoln Financial Group,NC,http://images.all-free-download.com/images/graphiclarge/lincoln_financial_group_67648.jpg
UnitedHealthcare Insurance Company,UnitedHealthcare Insurance Company,MP,http://www.healthplansonline.com/images/logos/health/uhc_logo.jpg
Celtic Insurance Company,,ID,http://listtoptens.com/wp-content/uploads/2013/11/Best-Health-Insurance-Companies-US-Celtic-Insurance.jpg
Standard Life and Accident Insurance Company,,MI,https://www.dignityplanning.com/standardlife/images/SLAICO-LOGO-COLOR_WITHPATH1_NO-CITY.gif
UnitedHealthcare Life Insurance Company,,MO,http://www.equitamedicaresupplementleads.com/images/stories/unitedhealthcare_logo.jpg
Renaissance Life & Health Insurance Company of America,Renaissance Dental,SD,http://s3.amazonaws.com/s3.consumersadvocate.org/mongo/companies/logos/530d/6294/7765/6239/7305/0000/original/Renaissance-Dental.jpg?1393393088
Wilton Reassurance Company,,MS,http://www.freekymonkey.com/pictures/aa676a.JPG
Philadelphia American Life Insurance Company,,TX,http://www.pijarinsurance.com/images/partners/philadelphia.jpg
American General Life Insurance Company,,AL,http://www.insurancelevel.com/company/logo/american-general.gif
UNICARE Health Ins. Co. of the Midwest,,IL,http://www.waota.com.au/wp-content/uploads/2012/04/UNICARE_Logo_FullCol_Pos_RGB-2.jpg
American Republic Insurance Company,,VI,http://www.americanrepublic.com/images/aric-logo.png
PacifiCare Life and Health Insurance Co,,KS,http://upload.wikimedia.org/wikipedia/commons/4/43/Pacificare.gif
American Republic Insurance Company,,AR,http://www.americanrepublic.com/images/aric-logo.png
American National Insurance Company,,MN,http://logosandbrands.directory/wp-content/themes/directorypress/thumbs/American-National-Insurance-Company-logo.jpg
Connecticut General Life Insurance Co,CGLIC,FL,http://drlumachi.com/images/page-3-logo2.jpg
Starr Indemnity & Liability Company,,IN,https://add.eaainsurance.org/images/StarrLogo_new.png
Nationwide Life Insurance Company,,HI,http://asppamarketingkit.org/wp-content/uploads/2014/09/Nationwide_insurance_logo.jpg
The Pennsylvania Dental Corporation dba Delta Dental of Pennsylvania,,MD,https://just4teeth.com/images/b/butler-dental-step-3.jpg
Nationwide Life Insurance Company,,CO,http://asppamarketingkit.org/wp-content/uploads/2014/09/Nationwide_insurance_logo.jpg
American General Life and Accident Insurance Company,,TX,http://rockymountnccoc.weblinkconnect.com/CWT/external/wcpages/wcmedia/images/American%20General%20Logo.JPG
FFE RR Test Issuer 504,FFE RR Test Issuer 504,CA,http://2.bp.blogspot.com/-fl5ducujvyA/T8k9NOU6DQI/AAAAAAAABoo/9qzh2648pqQ/s1600/karate-do-kung-fu-shaolin-te-ashi-do+(591)-1-10.JPG
Transamerica Financial Life Insurance Company,,IN,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
Federated Mutual Insurance Company,,WV,http://www.themla.com/Graphics/BigFederatedInsurance.jpg
Dentegra Insurance Company,,NM,http://logosdatabase.com/logoimages/76142836.jpg
Coventry Health & Life Insurance Company,Preferred Health Systems - PPO,KS,http://www.healthinsurance-forhumans.com/images/ppo-preferred-provider-organization.jpg
Union Fidelity Life Insurance Company,,NC,http://www.trademarkia.com/logo-images/financial-holding-corporation/united-fidelity-life-insurance-company-85646975.jpg
Unified Life Insurance Company,,IA,http://www.texaskidsfirst.com/images/ULIC-Logo.jpg
The Prudential Insurance Company of America,,WY,http://www.trademarkia.com/logo-images/prudential-insurance-company-of-america/prudential-bank-74153058.jpg
Kansas City Life Insurance Company,Kansas City Life Insurance Company,KY,http://upload.wikimedia.org/wikipedia/de/thumb/d/d8/Kansas_City_Life_Insurance_Company_Logo.svg/1280px-Kansas_City_Life_Insurance_Company_Logo.svg.png
"Coventry Health Care of Delaware, Inc.",Coventry Health Care,MD,http://images.all-free-download.com/images/graphiclarge/coventry_health_care_63230.jpg
National Foundation  Life Insurance,,IA,http://cmprsapaceawards.com/Portals/paceawards/Images/Pictures/JACKSON-NLIC-RGB.jpg
"MMM Healthcare, LLC.",,PR,http://www.brandsoftheworld.com/sites/default/files/styles/logo-thumbnail/public/032014/mmm_healthcare.png
Family Health Hawaii mbs,,HI,http://www2.jabsom.hawaii.edu/FamilyMedicine/JABSOM_Seal_2.gif
Amalgamated Life Insurance Company,,NC,http://photos.prnewswire.com/prn/20110711/NY32914LOGO
Health Net Life Insurance Company,Health Net Life Insurance Company,PA,http://premierhealthplansolutions.com/files/health-net.jpg
HCC Life Insurance Company,,OH,http://www.hcc.com/portals/0/subsites/hcclife/News/images/newlogo111_logo.gif
Trustmark Insurance Company,,CA,http://www.insurersreviewservices.com/carrier_logos/trustmark.gif
Connecticut General Life Insurance Company,,MD,http://www.insurancelevel.com/company/logo/cigna.jpg
Health Net Life Insurance Company,Health Net Life Insurance Company,MI,http://premierhealthplansolutions.com/files/health-net.jpg
Companion Life Insurance Company,Companion Life Insurance Company,WY,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
Madison National Life,,PA,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
AMERICAN FIDELITY ASSURANCE COMPANY,,IN,http://www.insurancelevel.com/company/logo/american-fidelity.jpg
Children's Community Health Plan ,Children's Community Health Plan,WI,http://www.first5slo.org/strategic-plan/initiatives/assets/images/summitLogo.png
ERICO International Corporation,,OH,http://www.atis.org/PEG/images/erico_logo.png
Time Insurance Company,Assurant Health,OH,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
